year_month,usd_jpy_avg,usd_jpy_eom,trading_days,Country,visitors
2017-10-01,112.935,113.42,22,South Korea,620936.0
2017-10-01,112.935,113.42,22,China,663815.0
2017-10-01,112.935,113.42,22,Taiwan,421094.0
2017-10-01,112.935,113.42,22,Hong Kong,171103.0
2017-10-01,112.935,113.42,22,Thailand,103536.0
2017-10-01,112.935,113.42,22,Singapore,32090.0
2017-10-01,112.935,113.42,22,Malaysia,39356.0
2017-10-01,112.935,113.42,22,Indonesia,27116.0
2017-10-01,112.935,113.42,22,Philippines,42097.0
2017-10-01,112.935,113.42,22,Vietnam,32461.0
2017-10-01,112.935,113.42,22,India,12497.0
2017-10-01,112.935,113.42,22,Macau,8216.0
2017-10-01,112.935,113.42,22,Israel,5206.0
2017-10-01,112.935,113.42,22,Mongolia,2245.0
2017-10-01,112.935,113.42,22,Turkey,1802.0
2017-10-01,112.935,113.42,22,The rest of Asia,17580.0
2017-10-01,112.935,113.42,22,United Kingdom,33227.0
2017-10-01,112.935,113.42,22,France,30173.0
2017-10-01,112.935,113.42,22,Germany,22081.0
2017-10-01,112.935,113.42,22,Italy,12555.0
2017-10-01,112.935,113.42,22,Russia,9315.0
2017-10-01,112.935,113.42,22,Spain,12047.0
2017-10-01,112.935,113.42,22,Sweden,5982.0
2017-10-01,112.935,113.42,22,Netherlands,7033.0
2017-10-01,112.935,113.42,22,Switzerland,5862.0
2017-10-01,112.935,113.42,22,Belgium,4037.0
2017-10-01,112.935,113.42,22,Finland,2605.0
2017-10-01,112.935,113.42,22,Poland,3040.0
2017-10-01,112.935,113.42,22,Denmark,3482.0
2017-10-01,112.935,113.42,22,Norway,1864.0
2017-10-01,112.935,113.42,22,Austria,2283.0
2017-10-01,112.935,113.42,22,Portugal,2423.0
2017-10-01,112.935,113.42,22,Ireland,1935.0
2017-10-01,112.935,113.42,22,The rest of Europe,10656.0
2017-10-01,112.935,113.42,22,Africa,3561.0
2017-10-01,112.935,113.42,22,United States,125930.0
2017-10-01,112.935,113.42,22,Canada,29398.0
2017-10-01,112.935,113.42,22,Mexico,6358.0
2017-10-01,112.935,113.42,22,The rest of NA,1309.0
2017-10-01,112.935,113.42,22,Brazil,4752.0
2017-10-01,112.935,113.42,22,The rest of SA,5997.0
2017-10-01,112.935,113.42,22,Australia,39421.0
2017-10-01,112.935,113.42,22,New Zealand,6251.0
2017-10-01,112.935,113.42,22,The rest of Oceania,362.0
2017-10-01,112.935,113.42,22,Stateless,59.0
2017-11-01,112.797,112.31,22,South Korea,622604.0
2017-11-01,112.797,112.31,22,China,567149.0
2017-11-01,112.797,112.31,22,Taiwan,363178.0
2017-11-01,112.797,112.31,22,Hong Kong,172926.0
2017-11-01,112.797,112.31,22,Thailand,94533.0
2017-11-01,112.797,112.31,22,Singapore,50521.0
2017-11-01,112.797,112.31,22,Malaysia,52219.0
2017-11-01,112.797,112.31,22,Indonesia,28549.0
2017-11-01,112.797,112.31,22,Philippines,40597.0
2017-11-01,112.797,112.31,22,Vietnam,24880.0
2017-11-01,112.797,112.31,22,India,10870.0
2017-11-01,112.797,112.31,22,Macau,7946.0
2017-11-01,112.797,112.31,22,Israel,2627.0
2017-11-01,112.797,112.31,22,Mongolia,2024.0
2017-11-01,112.797,112.31,22,Turkey,1585.0
2017-11-01,112.797,112.31,22,The rest of Asia,15319.0
2017-11-01,112.797,112.31,22,United Kingdom,25001.0
2017-11-01,112.797,112.31,22,France,19125.0
2017-11-01,112.797,112.31,22,Germany,15911.0
2017-11-01,112.797,112.31,22,Italy,9308.0
2017-11-01,112.797,112.31,22,Russia,7842.0
2017-11-01,112.797,112.31,22,Spain,7059.0
2017-11-01,112.797,112.31,22,Sweden,3785.0
2017-11-01,112.797,112.31,22,Netherlands,5220.0
2017-11-01,112.797,112.31,22,Switzerland,3213.0
2017-11-01,112.797,112.31,22,Belgium,2420.0
2017-11-01,112.797,112.31,22,Finland,1998.0
2017-11-01,112.797,112.31,22,Poland,2552.0
2017-11-01,112.797,112.31,22,Denmark,1859.0
2017-11-01,112.797,112.31,22,Norway,1447.0
2017-11-01,112.797,112.31,22,Austria,2021.0
2017-11-01,112.797,112.31,22,Portugal,1678.0
2017-11-01,112.797,112.31,22,Ireland,1513.0
2017-11-01,112.797,112.31,22,The rest of Europe,7847.0
2017-11-01,112.797,112.31,22,Africa,3053.0
2017-11-01,112.797,112.31,22,United States,114910.0
2017-11-01,112.797,112.31,22,Canada,25005.0
2017-11-01,112.797,112.31,22,Mexico,5141.0
2017-11-01,112.797,112.31,22,The rest of NA,951.0
2017-11-01,112.797,112.31,22,Brazil,3084.0
2017-11-01,112.797,112.31,22,The rest of SA,3748.0
2017-11-01,112.797,112.31,22,Australia,39189.0
2017-11-01,112.797,112.31,22,New Zealand,5094.0
2017-11-01,112.797,112.31,22,The rest of Oceania,520.0
2017-11-01,112.797,112.31,22,Stateless,58.0
2017-12-01,112.906,112.57,19,South Korea,678905.0
2017-12-01,112.906,112.57,19,China,564264.0
2017-12-01,112.906,112.57,19,Taiwan,319516.0
2017-12-01,112.906,112.57,19,Hong Kong,207243.0
2017-12-01,112.906,112.57,19,Thailand,115835.0
2017-12-01,112.906,112.57,19,Singapore,86433.0
2017-12-01,112.906,112.57,19,Malaysia,64712.0
2017-12-01,112.906,112.57,19,Indonesia,52343.0
2017-12-01,112.906,112.57,19,Philippines,48673.0
2017-12-01,112.906,112.57,19,Vietnam,19678.0
2017-12-01,112.906,112.57,19,India,8933.0
2017-12-01,112.906,112.57,19,Macau,13388.0
2017-12-01,112.906,112.57,19,Israel,1112.0
2017-12-01,112.906,112.57,19,Mongolia,1947.0
2017-12-01,112.906,112.57,19,Turkey,1143.0
2017-12-01,112.906,112.57,19,The rest of Asia,13659.0
2017-12-01,112.906,112.57,19,United Kingdom,22954.0
2017-12-01,112.906,112.57,19,France,17035.0
2017-12-01,112.906,112.57,19,Germany,11495.0
2017-12-01,112.906,112.57,19,Italy,9430.0
2017-12-01,112.906,112.57,19,Russia,5709.0
2017-12-01,112.906,112.57,19,Spain,5904.0
2017-12-01,112.906,112.57,19,Sweden,3514.0
2017-12-01,112.906,112.57,19,Netherlands,3694.0
2017-12-01,112.906,112.57,19,Switzerland,2888.0
2017-12-01,112.906,112.57,19,Belgium,1591.0
2017-12-01,112.906,112.57,19,Finland,2003.0
2017-12-01,112.906,112.57,19,Poland,1212.0
2017-12-01,112.906,112.57,19,Denmark,1304.0
2017-12-01,112.906,112.57,19,Norway,1161.0
2017-12-01,112.906,112.57,19,Austria,1263.0
2017-12-01,112.906,112.57,19,Portugal,2137.0
2017-12-01,112.906,112.57,19,Ireland,1227.0
2017-12-01,112.906,112.57,19,The rest of Europe,5390.0
2017-12-01,112.906,112.57,19,Africa,2519.0
2017-12-01,112.906,112.57,19,United States,116164.0
2017-12-01,112.906,112.57,19,Canada,27055.0
2017-12-01,112.906,112.57,19,Mexico,5331.0
2017-12-01,112.906,112.57,19,The rest of NA,935.0
2017-12-01,112.906,112.57,19,Brazil,3445.0
2017-12-01,112.906,112.57,19,The rest of SA,3680.0
2017-12-01,112.906,112.57,19,Australia,57292.0
2017-12-01,112.906,112.57,19,New Zealand,6778.0
2017-12-01,112.906,112.57,19,The rest of Oceania,300.0
2017-12-01,112.906,112.57,19,Stateless,68.0
2018-01-01,110.885,108.85,22,South Korea,803816.0
2018-01-01,110.885,108.85,22,China,632304.0
2018-01-01,110.885,108.85,22,Taiwan,350522.0
2018-01-01,110.885,108.85,22,Hong Kong,160520.0
2018-01-01,110.885,108.85,22,Thailand,82592.0
2018-01-01,110.885,108.85,22,Singapore,21169.0
2018-01-01,110.885,108.85,22,Malaysia,31112.0
2018-01-01,110.885,108.85,22,Indonesia,29870.0
2018-01-01,110.885,108.85,22,Philippines,31706.0
2018-01-01,110.885,108.85,22,Vietnam,27703.0
2018-01-01,110.885,108.85,22,India,11338.0
2018-01-01,110.885,108.85,22,Macau,6167.0
2018-01-01,110.885,108.85,22,Israel,942.0
2018-01-01,110.885,108.85,22,Mongolia,2409.0
2018-01-01,110.885,108.85,22,Turkey,1101.0
2018-01-01,110.885,108.85,22,The rest of Asia,14112.0
2018-01-01,110.885,108.85,22,United Kingdom,19913.0
2018-01-01,110.885,108.85,22,France,14602.0
2018-01-01,110.885,108.85,22,Germany,11066.0
2018-01-01,110.885,108.85,22,Italy,6391.0
2018-01-01,110.885,108.85,22,Russia,5689.0
2018-01-01,110.885,108.85,22,Spain,4167.0
2018-01-01,110.885,108.85,22,Sweden,3450.0
2018-01-01,110.885,108.85,22,Netherlands,3406.0
2018-01-01,110.885,108.85,22,Switzerland,2208.0
2018-01-01,110.885,108.85,22,Belgium,1498.0
2018-01-01,110.885,108.85,22,Finland,1864.0
2018-01-01,110.885,108.85,22,Poland,1811.0
2018-01-01,110.885,108.85,22,Denmark,1690.0
2018-01-01,110.885,108.85,22,Norway,1312.0
2018-01-01,110.885,108.85,22,Austria,1241.0
2018-01-01,110.885,108.85,22,Portugal,1346.0
2018-01-01,110.885,108.85,22,Ireland,1258.0
2018-01-01,110.885,108.85,22,The rest of Europe,5266.0
2018-01-01,110.885,108.85,22,Africa,2540.0
2018-01-01,110.885,108.85,22,United States,92014.0
2018-01-01,110.885,108.85,22,Canada,20459.0
2018-01-01,110.885,108.85,22,Mexico,3618.0
2018-01-01,110.885,108.85,22,The rest of NA,1151.0
2018-01-01,110.885,108.85,22,Brazil,3470.0
2018-01-01,110.885,108.85,22,The rest of SA,5353.0
2018-01-01,110.885,108.85,22,Australia,69924.0
2018-01-01,110.885,108.85,22,New Zealand,6804.0
2018-01-01,110.885,108.85,22,The rest of Oceania,453.0
2018-01-01,110.885,108.85,22,Stateless,62.0
2018-02-01,107.948,107.02,20,South Korea,708318.0
2018-02-01,107.948,107.02,20,China,716333.0
2018-02-01,107.948,107.02,20,Taiwan,400858.0
2018-02-01,107.948,107.02,20,Hong Kong,178482.0
2018-02-01,107.948,107.02,20,Thailand,82017.0
2018-02-01,107.948,107.02,20,Singapore,23496.0
2018-02-01,107.948,107.02,20,Malaysia,35319.0
2018-02-01,107.948,107.02,20,Indonesia,21103.0
2018-02-01,107.948,107.02,20,Philippines,27499.0
2018-02-01,107.948,107.02,20,Vietnam,23366.0
2018-02-01,107.948,107.02,20,India,7869.0
2018-02-01,107.948,107.02,20,Macau,8194.0
2018-02-01,107.948,107.02,20,Israel,1003.0
2018-02-01,107.948,107.02,20,Mongolia,1733.0
2018-02-01,107.948,107.02,20,Turkey,988.0
2018-02-01,107.948,107.02,20,The rest of Asia,10635.0
2018-02-01,107.948,107.02,20,United Kingdom,23892.0
2018-02-01,107.948,107.02,20,France,16252.0
2018-02-01,107.948,107.02,20,Germany,13204.0
2018-02-01,107.948,107.02,20,Italy,5942.0
2018-02-01,107.948,107.02,20,Russia,4937.0
2018-02-01,107.948,107.02,20,Spain,4173.0
2018-02-01,107.948,107.02,20,Sweden,3467.0
2018-02-01,107.948,107.02,20,Netherlands,3624.0
2018-02-01,107.948,107.02,20,Switzerland,2615.0
2018-02-01,107.948,107.02,20,Belgium,1699.0
2018-02-01,107.948,107.02,20,Finland,1783.0
2018-02-01,107.948,107.02,20,Poland,1625.0
2018-02-01,107.948,107.02,20,Denmark,1581.0
2018-02-01,107.948,107.02,20,Norway,1610.0
2018-02-01,107.948,107.02,20,Austria,1354.0
2018-02-01,107.948,107.02,20,Portugal,1528.0
2018-02-01,107.948,107.02,20,Ireland,1294.0
2018-02-01,107.948,107.02,20,The rest of Europe,4861.0
2018-02-01,107.948,107.02,20,Africa,2160.0
2018-02-01,107.948,107.02,20,United States,81924.0
2018-02-01,107.948,107.02,20,Canada,20843.0
2018-02-01,107.948,107.02,20,Mexico,3242.0
2018-02-01,107.948,107.02,20,The rest of NA,783.0
2018-02-01,107.948,107.02,20,Brazil,2224.0
2018-02-01,107.948,107.02,20,The rest of SA,4955.0
2018-02-01,107.948,107.02,20,Australia,45166.0
2018-02-01,107.948,107.02,20,New Zealand,5068.0
2018-02-01,107.948,107.02,20,The rest of Oceania,240.0
2018-02-01,107.948,107.02,20,Stateless,38.0
2018-03-01,106.076,106.44,21,South Korea,619196.0
2018-03-01,106.076,106.44,21,China,594920.0
2018-03-01,106.076,106.44,21,Taiwan,387338.0
2018-03-01,106.076,106.44,21,Hong Kong,195651.0
2018-03-01,106.076,106.44,21,Thailand,116213.0
2018-03-01,106.076,106.44,21,Singapore,38089.0
2018-03-01,106.076,106.44,21,Malaysia,47652.0
2018-03-01,106.076,106.44,21,Indonesia,32428.0
2018-03-01,106.076,106.44,21,Philippines,56103.0
2018-03-01,106.076,106.44,21,Vietnam,35235.0
2018-03-01,106.076,106.44,21,India,13832.0
2018-03-01,106.076,106.44,21,Macau,7417.0
2018-03-01,106.076,106.44,21,Israel,6013.0
2018-03-01,106.076,106.44,21,Mongolia,2322.0
2018-03-01,106.076,106.44,21,Turkey,2127.0
2018-03-01,106.076,106.44,21,The rest of Asia,18445.0
2018-03-01,106.076,106.44,21,United Kingdom,36398.0
2018-03-01,106.076,106.44,21,France,25332.0
2018-03-01,106.076,106.44,21,Germany,24923.0
2018-03-01,106.076,106.44,21,Italy,13244.0
2018-03-01,106.076,106.44,21,Russia,8916.0
2018-03-01,106.076,106.44,21,Spain,11524.0
2018-03-01,106.076,106.44,21,Sweden,6290.0
2018-03-01,106.076,106.44,21,Netherlands,5612.0
2018-03-01,106.076,106.44,21,Switzerland,5627.0
2018-03-01,106.076,106.44,21,Belgium,3158.0
2018-03-01,106.076,106.44,21,Finland,2662.0
2018-03-01,106.076,106.44,21,Poland,3321.0
2018-03-01,106.076,106.44,21,Denmark,3814.0
2018-03-01,106.076,106.44,21,Norway,3545.0
2018-03-01,106.076,106.44,21,Austria,2326.0
2018-03-01,106.076,106.44,21,Portugal,2453.0
2018-03-01,106.076,106.44,21,Ireland,2178.0
2018-03-01,106.076,106.44,21,The rest of Europe,10295.0
2018-03-01,106.076,106.44,21,Africa,3299.0
2018-03-01,106.076,106.44,21,United States,150964.0
2018-03-01,106.076,106.44,21,Canada,34886.0
2018-03-01,106.076,106.44,21,Mexico,7982.0
2018-03-01,106.076,106.44,21,The rest of NA,1432.0
2018-03-01,106.076,106.44,21,Brazil,4445.0
2018-03-01,106.076,106.44,21,The rest of SA,6814.0
2018-03-01,106.076,106.44,21,Australia,47472.0
2018-03-01,106.076,106.44,21,New Zealand,5642.0
2018-03-01,106.076,106.44,21,The rest of Oceania,346.0
2018-03-01,106.076,106.44,21,Stateless,75.0
2018-04-01,107.659,109.38,20,South Korea,638523.0
2018-04-01,107.659,109.38,20,China,683377.0
2018-04-01,107.659,109.38,20,Taiwan,470042.0
2018-04-01,107.659,109.38,20,Hong Kong,179930.0
2018-04-01,107.659,109.38,20,Thailand,148647.0
2018-04-01,107.659,109.38,20,Singapore,37605.0
2018-04-01,107.659,109.38,20,Malaysia,49212.0
2018-04-01,107.659,109.38,20,Indonesia,43103.0
2018-04-01,107.659,109.38,20,Philippines,63893.0
2018-04-01,107.659,109.38,20,Vietnam,50299.0
2018-04-01,107.659,109.38,20,India,17713.0
2018-04-01,107.659,109.38,20,Macau,7454.0
2018-04-01,107.659,109.38,20,Israel,6822.0
2018-04-01,107.659,109.38,20,Mongolia,2363.0
2018-04-01,107.659,109.38,20,Turkey,2691.0
2018-04-01,107.659,109.38,20,The rest of Asia,29327.0
2018-04-01,107.659,109.38,20,United Kingdom,36185.0
2018-04-01,107.659,109.38,20,France,44047.0
2018-04-01,107.659,109.38,20,Germany,22112.0
2018-04-01,107.659,109.38,20,Italy,17762.0
2018-04-01,107.659,109.38,20,Russia,12375.0
2018-04-01,107.659,109.38,20,Spain,9207.0
2018-04-01,107.659,109.38,20,Sweden,6155.0
2018-04-01,107.659,109.38,20,Netherlands,8789.0
2018-04-01,107.659,109.38,20,Switzerland,6454.0
2018-04-01,107.659,109.38,20,Belgium,4209.0
2018-04-01,107.659,109.38,20,Finland,2868.0
2018-04-01,107.659,109.38,20,Poland,5500.0
2018-04-01,107.659,109.38,20,Denmark,2785.0
2018-04-01,107.659,109.38,20,Norway,1834.0
2018-04-01,107.659,109.38,20,Austria,2295.0
2018-04-01,107.659,109.38,20,Portugal,2464.0
2018-04-01,107.659,109.38,20,Ireland,1889.0
2018-04-01,107.659,109.38,20,The rest of Europe,13755.0
2018-04-01,107.659,109.38,20,Africa,3774.0
2018-04-01,107.659,109.38,20,United States,147028.0
2018-04-01,107.659,109.38,20,Canada,34255.0
2018-04-01,107.659,109.38,20,Mexico,5287.0
2018-04-01,107.659,109.38,20,The rest of NA,1275.0
2018-04-01,107.659,109.38,20,Brazil,5184.0
2018-04-01,107.659,109.38,20,The rest of SA,6662.0
2018-04-01,107.659,109.38,20,Australia,57432.0
2018-04-01,107.659,109.38,20,New Zealand,7696.0
2018-04-01,107.659,109.38,20,The rest of Oceania,368.0
2018-04-01,107.659,109.38,20,Stateless,71.0
2018-05-01,109.693,108.84,22,South Korea,640355.0
2018-05-01,109.693,108.84,22,China,668600.0
2018-05-01,109.693,108.84,22,Taiwan,440109.0
2018-05-01,109.693,108.84,22,Hong Kong,190505.0
2018-05-01,109.693,108.84,22,Thailand,103554.0
2018-05-01,109.693,108.84,22,Singapore,39385.0
2018-05-01,109.693,108.84,22,Malaysia,36420.0
2018-05-01,109.693,108.84,22,Indonesia,31460.0
2018-05-01,109.693,108.84,22,Philippines,59016.0
2018-05-01,109.693,108.84,22,Vietnam,28172.0
2018-05-01,109.693,108.84,22,India,17271.0
2018-05-01,109.693,108.84,22,Macau,8084.0
2018-05-01,109.693,108.84,22,Israel,2757.0
2018-05-01,109.693,108.84,22,Mongolia,2091.0
2018-05-01,109.693,108.84,22,Turkey,1646.0
2018-05-01,109.693,108.84,22,The rest of Asia,14462.0
2018-05-01,109.693,108.84,22,United Kingdom,30310.0
2018-05-01,109.693,108.84,22,France,29583.0
2018-05-01,109.693,108.84,22,Germany,20364.0
2018-05-01,109.693,108.84,22,Italy,12182.0
2018-05-01,109.693,108.84,22,Russia,7450.0
2018-05-01,109.693,108.84,22,Spain,9303.0
2018-05-01,109.693,108.84,22,Sweden,4247.0
2018-05-01,109.693,108.84,22,Netherlands,6934.0
2018-05-01,109.693,108.84,22,Switzerland,4755.0
2018-05-01,109.693,108.84,22,Belgium,2976.0
2018-05-01,109.693,108.84,22,Finland,2553.0
2018-05-01,109.693,108.84,22,Poland,3727.0
2018-05-01,109.693,108.84,22,Denmark,2003.0
2018-05-01,109.693,108.84,22,Norway,1475.0
2018-05-01,109.693,108.84,22,Austria,2339.0
2018-05-01,109.693,108.84,22,Portugal,2118.0
2018-05-01,109.693,108.84,22,Ireland,1937.0
2018-05-01,109.693,108.84,22,The rest of Europe,10027.0
2018-05-01,109.693,108.84,22,Africa,2707.0
2018-05-01,109.693,108.84,22,United States,140463.0
2018-05-01,109.693,108.84,22,Canada,31417.0
2018-05-01,109.693,108.84,22,Mexico,5763.0
2018-05-01,109.693,108.84,22,The rest of NA,1087.0
2018-05-01,109.693,108.84,22,Brazil,4067.0
2018-05-01,109.693,108.84,22,The rest of SA,5695.0
2018-05-01,109.693,108.84,22,Australia,39563.0
2018-05-01,109.693,108.84,22,New Zealand,5665.0
2018-05-01,109.693,108.84,22,The rest of Oceania,399.0
2018-05-01,109.693,108.84,22,Stateless,56.0
2018-06-01,110.058,110.69,21,South Korea,606162.0
2018-06-01,110.058,110.69,21,China,760949.0
2018-06-01,110.058,110.69,21,Taiwan,456895.0
2018-06-01,110.058,110.69,21,Hong Kong,205549.0
2018-06-01,110.058,110.69,21,Thailand,73642.0
2018-06-01,110.058,110.69,21,Singapore,39975.0
2018-06-01,110.058,110.69,21,Malaysia,36462.0
2018-06-01,110.058,110.69,21,Indonesia,56157.0
2018-06-01,110.058,110.69,21,Philippines,37354.0
2018-06-01,110.058,110.69,21,Vietnam,29476.0
2018-06-01,110.058,110.69,21,India,12485.0
2018-06-01,110.058,110.69,21,Macau,8304.0
2018-06-01,110.058,110.69,21,Israel,1538.0
2018-06-01,110.058,110.69,21,Mongolia,1994.0
2018-06-01,110.058,110.69,21,Turkey,1566.0
2018-06-01,110.058,110.69,21,The rest of Asia,12525.0
2018-06-01,110.058,110.69,21,United Kingdom,22550.0
2018-06-01,110.058,110.69,21,France,19381.0
2018-06-01,110.058,110.69,21,Germany,14421.0
2018-06-01,110.058,110.69,21,Italy,11044.0
2018-06-01,110.058,110.69,21,Russia,7048.0
2018-06-01,110.058,110.69,21,Spain,8288.0
2018-06-01,110.058,110.69,21,Sweden,5376.0
2018-06-01,110.058,110.69,21,Netherlands,4481.0
2018-06-01,110.058,110.69,21,Switzerland,3062.0
2018-06-01,110.058,110.69,21,Belgium,2122.0
2018-06-01,110.058,110.69,21,Finland,2679.0
2018-06-01,110.058,110.69,21,Poland,2488.0
2018-06-01,110.058,110.69,21,Denmark,1885.0
2018-06-01,110.058,110.69,21,Norway,2237.0
2018-06-01,110.058,110.69,21,Austria,1602.0
2018-06-01,110.058,110.69,21,Portugal,1807.0
2018-06-01,110.058,110.69,21,Ireland,1725.0
2018-06-01,110.058,110.69,21,The rest of Europe,7848.0
2018-06-01,110.058,110.69,21,Africa,2845.0
2018-06-01,110.058,110.69,21,United States,161736.0
2018-06-01,110.058,110.69,21,Canada,23914.0
2018-06-01,110.058,110.69,21,Mexico,5610.0
2018-06-01,110.058,110.69,21,The rest of NA,1080.0
2018-06-01,110.058,110.69,21,Brazil,2806.0
2018-06-01,110.058,110.69,21,The rest of SA,4110.0
2018-06-01,110.058,110.69,21,Australia,35782.0
2018-06-01,110.058,110.69,21,New Zealand,5140.0
2018-06-01,110.058,110.69,21,The rest of Oceania,466.0
2018-06-01,110.058,110.69,21,Stateless,65.0
2018-07-01,111.447,111.49,22,South Korea,607953.0
2018-07-01,111.447,111.49,22,China,879097.0
2018-07-01,111.447,111.49,22,Taiwan,460473.0
2018-07-01,111.447,111.49,22,Hong Kong,226755.0
2018-07-01,111.447,111.49,22,Thailand,74402.0
2018-07-01,111.447,111.49,22,Singapore,21383.0
2018-07-01,111.447,111.49,22,Malaysia,23088.0
2018-07-01,111.447,111.49,22,Indonesia,26495.0
2018-07-01,111.447,111.49,22,Philippines,28965.0
2018-07-01,111.447,111.49,22,Vietnam,33492.0
2018-07-01,111.447,111.49,22,India,12429.0
2018-07-01,111.447,111.49,22,Macau,14645.0
2018-07-01,111.447,111.49,22,Israel,2182.0
2018-07-01,111.447,111.49,22,Mongolia,2277.0
2018-07-01,111.447,111.49,22,Turkey,1809.0
2018-07-01,111.447,111.49,22,The rest of Asia,15307.0
2018-07-01,111.447,111.49,22,United Kingdom,26508.0
2018-07-01,111.447,111.49,22,France,33255.0
2018-07-01,111.447,111.49,22,Germany,17160.0
2018-07-01,111.447,111.49,22,Italy,13540.0
2018-07-01,111.447,111.49,22,Russia,7768.0
2018-07-01,111.447,111.49,22,Spain,13486.0
2018-07-01,111.447,111.49,22,Sweden,4377.0
2018-07-01,111.447,111.49,22,Netherlands,9130.0
2018-07-01,111.447,111.49,22,Switzerland,6689.0
2018-07-01,111.447,111.49,22,Belgium,4832.0
2018-07-01,111.447,111.49,22,Finland,2058.0
2018-07-01,111.447,111.49,22,Poland,2739.0
2018-07-01,111.447,111.49,22,Denmark,4304.0
2018-07-01,111.447,111.49,22,Norway,2970.0
2018-07-01,111.447,111.49,22,Austria,2537.0
2018-07-01,111.447,111.49,22,Portugal,2448.0
2018-07-01,111.447,111.49,22,Ireland,1781.0
2018-07-01,111.447,111.49,22,The rest of Europe,8868.0
2018-07-01,111.447,111.49,22,Africa,3436.0
2018-07-01,111.447,111.49,22,United States,146716.0
2018-07-01,111.447,111.49,22,Canada,27252.0
2018-07-01,111.447,111.49,22,Mexico,9186.0
2018-07-01,111.447,111.49,22,The rest of NA,1129.0
2018-07-01,111.447,111.49,22,Brazil,4448.0
2018-07-01,111.447,111.49,22,The rest of SA,4738.0
2018-07-01,111.447,111.49,22,Australia,33863.0
2018-07-01,111.447,111.49,22,New Zealand,5523.0
2018-07-01,111.447,111.49,22,The rest of Oceania,493.0
2018-07-01,111.447,111.49,22,Stateless,54.0
2018-08-01,111.003,110.76,23,South Korea,593941.0
2018-08-01,111.003,110.76,23,China,860121.0
2018-08-01,111.003,110.76,23,Taiwan,394551.0
2018-08-01,111.003,110.76,23,Hong Kong,198127.0
2018-08-01,111.003,110.76,23,Thailand,47507.0
2018-08-01,111.003,110.76,23,Singapore,16332.0
2018-08-01,111.003,110.76,23,Malaysia,20143.0
2018-08-01,111.003,110.76,23,Indonesia,17470.0
2018-08-01,111.003,110.76,23,Philippines,24714.0
2018-08-01,111.003,110.76,23,Vietnam,34229.0
2018-08-01,111.003,110.76,23,India,10509.0
2018-08-01,111.003,110.76,23,Macau,15842.0
2018-08-01,111.003,110.76,23,Israel,2311.0
2018-08-01,111.003,110.76,23,Mongolia,2323.0
2018-08-01,111.003,110.76,23,Turkey,2011.0
2018-08-01,111.003,110.76,23,The rest of Asia,15017.0
2018-08-01,111.003,110.76,23,United Kingdom,24164.0
2018-08-01,111.003,110.76,23,France,28195.0
2018-08-01,111.003,110.76,23,Germany,16206.0
2018-08-01,111.003,110.76,23,Italy,22055.0
2018-08-01,111.003,110.76,23,Russia,6729.0
2018-08-01,111.003,110.76,23,Spain,19265.0
2018-08-01,111.003,110.76,23,Sweden,2633.0
2018-08-01,111.003,110.76,23,Netherlands,5471.0
2018-08-01,111.003,110.76,23,Switzerland,3346.0
2018-08-01,111.003,110.76,23,Belgium,2502.0
2018-08-01,111.003,110.76,23,Finland,1398.0
2018-08-01,111.003,110.76,23,Poland,2573.0
2018-08-01,111.003,110.76,23,Denmark,1551.0
2018-08-01,111.003,110.76,23,Norway,1038.0
2018-08-01,111.003,110.76,23,Austria,2022.0
2018-08-01,111.003,110.76,23,Portugal,2589.0
2018-08-01,111.003,110.76,23,Ireland,1424.0
2018-08-01,111.003,110.76,23,The rest of Europe,7943.0
2018-08-01,111.003,110.76,23,Africa,3076.0
2018-08-01,111.003,110.76,23,United States,103092.0
2018-08-01,111.003,110.76,23,Canada,24951.0
2018-08-01,111.003,110.76,23,Mexico,4759.0
2018-08-01,111.003,110.76,23,The rest of NA,1065.0
2018-08-01,111.003,110.76,23,Brazil,2654.0
2018-08-01,111.003,110.76,23,The rest of SA,3723.0
2018-08-01,111.003,110.76,23,Australia,23729.0
2018-08-01,111.003,110.76,23,New Zealand,4194.0
2018-08-01,111.003,110.76,23,The rest of Oceania,490.0
2018-08-01,111.003,110.76,23,Stateless,36.0
2018-09-01,111.96,113.36,20,South Korea,479733.0
2018-09-01,111.96,113.36,20,China,652740.0
2018-09-01,111.96,113.36,20,Taiwan,329142.0
2018-09-01,111.96,113.36,20,Hong Kong,126174.0
2018-09-01,111.96,113.36,20,Thailand,54422.0
2018-09-01,111.96,113.36,20,Singapore,23366.0
2018-09-01,111.96,113.36,20,Malaysia,26667.0
2018-09-01,111.96,113.36,20,Indonesia,24437.0
2018-09-01,111.96,113.36,20,Philippines,24779.0
2018-09-01,111.96,113.36,20,Vietnam,29270.0
2018-09-01,111.96,113.36,20,India,13310.0
2018-09-01,111.96,113.36,20,Macau,5241.0
2018-09-01,111.96,113.36,20,Israel,7091.0
2018-09-01,111.96,113.36,20,Mongolia,2695.0
2018-09-01,111.96,113.36,20,Turkey,1356.0
2018-09-01,111.96,113.36,20,The rest of Asia,16612.0
2018-09-01,111.96,113.36,20,United Kingdom,26904.0
2018-09-01,111.96,113.36,20,France,20143.0
2018-09-01,111.96,113.36,20,Germany,20006.0
2018-09-01,111.96,113.36,20,Italy,12273.0
2018-09-01,111.96,113.36,20,Russia,7555.0
2018-09-01,111.96,113.36,20,Spain,10566.0
