year_month,usd_jpy_avg,usd_jpy_eom,trading_days,Country,visitors
2015-01-01,118.28,117.72,21,South Korea,358093.0
2015-01-01,118.28,117.72,21,China,226214.0
2015-01-01,118.28,117.72,21,Taiwan,217035.0
2015-01-01,118.28,117.72,21,Hong Kong,87742.0
2015-01-01,118.28,117.72,21,Thailand,44770.0
2015-01-01,118.28,117.72,21,Singapore,11813.0
2015-01-01,118.28,117.72,21,Malaysia,12312.0
2015-01-01,118.28,117.72,21,Indonesia,9683.0
2015-01-01,118.28,117.72,21,Philippines,14428.0
2015-01-01,118.28,117.72,21,Vietnam,12266.0
2015-01-01,118.28,117.72,21,India,7771.0
2015-01-01,118.28,117.72,21,Israel,671.0
2015-01-01,118.28,117.72,21,Turkey,924.0
2015-01-01,118.28,117.72,21,United Kingdom,15030.0
2015-01-01,118.28,117.72,21,France,10035.0
2015-01-01,118.28,117.72,21,Germany,8325.0
2015-01-01,118.28,117.72,21,Italy,4168.0
2015-01-01,118.28,117.72,21,Russia,4024.0
2015-01-01,118.28,117.72,21,Spain,2501.0
2015-01-01,118.28,117.72,21,Sweden,2948.0
2015-01-01,118.28,117.72,21,Netherlands,2145.0
2015-01-01,118.28,117.72,21,Switzerland,1677.0
2015-01-01,118.28,117.72,21,Belgium,1046.0
2015-01-01,118.28,117.72,21,Finland,1501.0
2015-01-01,118.28,117.72,21,Poland,801.0
2015-01-01,118.28,117.72,21,Denmark,1196.0
2015-01-01,118.28,117.72,21,Norway,1114.0
2015-01-01,118.28,117.72,21,Austria,1024.0
2015-01-01,118.28,117.72,21,Portugal,777.0
2015-01-01,118.28,117.72,21,Ireland,936.0
2015-01-01,118.28,117.72,21,Africa,1801.0
2015-01-01,118.28,117.72,21,United States,62081.0
2015-01-01,118.28,117.72,21,Canada,14250.0
2015-01-01,118.28,117.72,21,Mexico,1694.0
2015-01-01,118.28,117.72,21,Brazil,2303.0
2015-01-01,118.28,117.72,21,Australia,48583.0
2015-01-01,118.28,117.72,21,New Zealand,3932.0
2015-01-01,118.28,117.72,21,Stateless,53.0
2015-02-01,118.672,119.26,20,South Korea,321576.0
2015-02-01,118.672,119.26,20,China,359080.0
2015-02-01,118.672,119.26,20,Taiwan,277626.0
2015-02-01,118.672,119.26,20,Hong Kong,109384.0
2015-02-01,118.672,119.26,20,Thailand,44038.0
2015-02-01,118.672,119.26,20,Singapore,16293.0
2015-02-01,118.672,119.26,20,Malaysia,19269.0
2015-02-01,118.672,119.26,20,Indonesia,8094.0
2015-02-01,118.672,119.26,20,Philippines,14190.0
2015-02-01,118.672,119.26,20,Vietnam,9489.0
2015-02-01,118.672,119.26,20,India,5982.0
2015-02-01,118.672,119.26,20,Israel,722.0
2015-02-01,118.672,119.26,20,Turkey,955.0
2015-02-01,118.672,119.26,20,United Kingdom,17770.0
2015-02-01,118.672,119.26,20,France,11951.0
2015-02-01,118.672,119.26,20,Germany,9815.0
2015-02-01,118.672,119.26,20,Italy,4680.0
2015-02-01,118.672,119.26,20,Russia,2781.0
2015-02-01,118.672,119.26,20,Spain,2806.0
2015-02-01,118.672,119.26,20,Sweden,2662.0
2015-02-01,118.672,119.26,20,Netherlands,2478.0
2015-02-01,118.672,119.26,20,Switzerland,1849.0
2015-02-01,118.672,119.26,20,Belgium,1435.0
2015-02-01,118.672,119.26,20,Finland,1401.0
2015-02-01,118.672,119.26,20,Poland,1080.0
2015-02-01,118.672,119.26,20,Denmark,1224.0
2015-02-01,118.672,119.26,20,Norway,1112.0
2015-02-01,118.672,119.26,20,Austria,1100.0
2015-02-01,118.672,119.26,20,Portugal,1004.0
2015-02-01,118.672,119.26,20,Ireland,930.0
2015-02-01,118.672,119.26,20,Africa,1746.0
2015-02-01,118.672,119.26,20,United States,59157.0
2015-02-01,118.672,119.26,20,Canada,16304.0
2015-02-01,118.672,119.26,20,Mexico,1678.0
2015-02-01,118.672,119.26,20,Brazil,1709.0
2015-02-01,118.672,119.26,20,Australia,30303.0
2015-02-01,118.672,119.26,20,New Zealand,3474.0
2015-02-01,118.672,119.26,20,Stateless,61.0
2015-03-01,120.34,119.85,22,South Korea,268156.0
2015-03-01,120.34,119.85,22,China,338121.0
2015-03-01,120.34,119.85,22,Taiwan,277934.0
2015-03-01,120.34,119.85,22,Hong Kong,117223.0
2015-03-01,120.34,119.85,22,Thailand,92438.0
2015-03-01,120.34,119.85,22,Singapore,23147.0
2015-03-01,120.34,119.85,22,Malaysia,28193.0
2015-03-01,120.34,119.85,22,Indonesia,19542.0
2015-03-01,120.34,119.85,22,Philippines,26786.0
2015-03-01,120.34,119.85,22,Vietnam,18736.0
2015-03-01,120.34,119.85,22,India,8228.0
2015-03-01,120.34,119.85,22,Israel,3068.0
2015-03-01,120.34,119.85,22,Turkey,1866.0
2015-03-01,120.34,119.85,22,United Kingdom,25205.0
2015-03-01,120.34,119.85,22,France,18090.0
2015-03-01,120.34,119.85,22,Germany,18374.0
2015-03-01,120.34,119.85,22,Italy,8869.0
2015-03-01,120.34,119.85,22,Russia,5503.0
2015-03-01,120.34,119.85,22,Spain,6330.0
2015-03-01,120.34,119.85,22,Sweden,5146.0
2015-03-01,120.34,119.85,22,Netherlands,4230.0
2015-03-01,120.34,119.85,22,Switzerland,3773.0
2015-03-01,120.34,119.85,22,Belgium,1982.0
2015-03-01,120.34,119.85,22,Finland,2323.0
2015-03-01,120.34,119.85,22,Poland,1775.0
2015-03-01,120.34,119.85,22,Denmark,2578.0
2015-03-01,120.34,119.85,22,Norway,2636.0
2015-03-01,120.34,119.85,22,Austria,1908.0
2015-03-01,120.34,119.85,22,Portugal,1516.0
2015-03-01,120.34,119.85,22,Ireland,1399.0
2015-03-01,120.34,119.85,22,Africa,3273.0
2015-03-01,120.34,119.85,22,United States,95609.0
2015-03-01,120.34,119.85,22,Canada,21638.0
2015-03-01,120.34,119.85,22,Mexico,3561.0
2015-03-01,120.34,119.85,22,Brazil,3423.0
2015-03-01,120.34,119.85,22,Australia,29178.0
2015-03-01,120.34,119.85,22,New Zealand,3558.0
2015-03-01,120.34,119.85,22,Stateless,103.0
2015-04-01,119.617,118.82,20,South Korea,304619.0
2015-04-01,119.617,118.82,20,China,405731.0
2015-04-01,119.617,118.82,20,Taiwan,335140.0
2015-04-01,119.617,118.82,20,Hong Kong,119602.0
2015-04-01,119.617,118.82,20,Thailand,117930.0
2015-04-01,119.617,118.82,20,Singapore,24833.0
2015-04-01,119.617,118.82,20,Malaysia,29556.0
2015-04-01,119.617,118.82,20,Indonesia,23364.0
2015-04-01,119.617,118.82,20,Philippines,36673.0
2015-04-01,119.617,118.82,20,Vietnam,28510.0
2015-04-01,119.617,118.82,20,India,9204.0
2015-04-01,119.617,118.82,20,Israel,4469.0
2015-04-01,119.617,118.82,20,Turkey,1822.0
2015-04-01,119.617,118.82,20,United Kingdom,27049.0
2015-04-01,119.617,118.82,20,France,27146.0
2015-04-01,119.617,118.82,20,Germany,15661.0
2015-04-01,119.617,118.82,20,Italy,10402.0
2015-04-01,119.617,118.82,20,Russia,5207.0
2015-04-01,119.617,118.82,20,Spain,5469.0
2015-04-01,119.617,118.82,20,Sweden,5230.0
2015-04-01,119.617,118.82,20,Netherlands,5037.0
2015-04-01,119.617,118.82,20,Switzerland,5476.0
2015-04-01,119.617,118.82,20,Belgium,2582.0
2015-04-01,119.617,118.82,20,Finland,2370.0
2015-04-01,119.617,118.82,20,Poland,2805.0
2015-04-01,119.617,118.82,20,Denmark,1934.0
2015-04-01,119.617,118.82,20,Norway,1448.0
2015-04-01,119.617,118.82,20,Austria,1726.0
2015-04-01,119.617,118.82,20,Portugal,1571.0
2015-04-01,119.617,118.82,20,Ireland,1372.0
2015-04-01,119.617,118.82,20,Africa,2689.0
2015-04-01,119.617,118.82,20,United States,95891.0
2015-04-01,119.617,118.82,20,Canada,21868.0
2015-04-01,119.617,118.82,20,Mexico,2931.0
2015-04-01,119.617,118.82,20,Brazil,4467.0
2015-04-01,119.617,118.82,20,Australia,34060.0
2015-04-01,119.617,118.82,20,New Zealand,4545.0
2015-04-01,119.617,118.82,20,Stateless,80.0
2015-05-01,120.874,123.93,20,South Korea,315389.0
2015-05-01,120.874,123.93,20,China,387170.0
2015-05-01,120.874,123.93,20,Taiwan,339677.0
2015-05-01,120.874,123.93,20,Hong Kong,120626.0
2015-05-01,120.874,123.93,20,Thailand,81015.0
2015-05-01,120.874,123.93,20,Singapore,24593.0
2015-05-01,120.874,123.93,20,Malaysia,25797.0
2015-05-01,120.874,123.93,20,Indonesia,18859.0
2015-05-01,120.874,123.93,20,Philippines,27847.0
2015-05-01,120.874,123.93,20,Vietnam,12319.0
2015-05-01,120.874,123.93,20,India,11328.0
2015-05-01,120.874,123.93,20,Israel,1693.0
2015-05-01,120.874,123.93,20,Turkey,1617.0
2015-05-01,120.874,123.93,20,United Kingdom,19882.0
2015-05-01,120.874,123.93,20,France,20324.0
2015-05-01,120.874,123.93,20,Germany,14340.0
2015-05-01,120.874,123.93,20,Italy,7873.0
2015-05-01,120.874,123.93,20,Russia,4275.0
2015-05-01,120.874,123.93,20,Spain,5578.0
2015-05-01,120.874,123.93,20,Sweden,3424.0
2015-05-01,120.874,123.93,20,Netherlands,4269.0
2015-05-01,120.874,123.93,20,Switzerland,3402.0
2015-05-01,120.874,123.93,20,Belgium,2083.0
2015-05-01,120.874,123.93,20,Finland,1739.0
2015-05-01,120.874,123.93,20,Poland,2434.0
2015-05-01,120.874,123.93,20,Denmark,1565.0
2015-05-01,120.874,123.93,20,Norway,1042.0
2015-05-01,120.874,123.93,20,Austria,1480.0
2015-05-01,120.874,123.93,20,Portugal,1429.0
2015-05-01,120.874,123.93,20,Ireland,1097.0
2015-05-01,120.874,123.93,20,Africa,2567.0
2015-05-01,120.874,123.93,20,United States,92184.0
2015-05-01,120.874,123.93,20,Canada,20708.0
2015-05-01,120.874,123.93,20,Mexico,3229.0
2015-05-01,120.874,123.93,20,Brazil,2804.0
2015-05-01,120.874,123.93,20,Australia,24827.0
2015-05-01,120.874,123.93,20,New Zealand,4022.0
2015-05-01,120.874,123.93,20,Stateless,63.0
2015-06-01,123.73,122.45,22,South Korea,251504.0
2015-06-01,123.73,122.45,22,China,462248.0
2015-06-01,123.73,122.45,22,Taiwan,345243.0
2015-06-01,123.73,122.45,22,Hong Kong,137014.0
2015-06-01,123.73,122.45,22,Thailand,43390.0
2015-06-01,123.73,122.45,22,Singapore,29167.0
2015-06-01,123.73,122.45,22,Malaysia,18525.0
2015-06-01,123.73,122.45,22,Indonesia,17119.0
2015-06-01,123.73,122.45,22,Philippines,18619.0
2015-06-01,123.73,122.45,22,Vietnam,13043.0
2015-06-01,123.73,122.45,22,India,8588.0
2015-06-01,123.73,122.45,22,Israel,1019.0
2015-06-01,123.73,122.45,22,Turkey,1304.0
2015-06-01,123.73,122.45,22,United Kingdom,16839.0
2015-06-01,123.73,122.45,22,France,13500.0
2015-06-01,123.73,122.45,22,Germany,10537.0
2015-06-01,123.73,122.45,22,Italy,6410.0
2015-06-01,123.73,122.45,22,Russia,3756.0
2015-06-01,123.73,122.45,22,Spain,5269.0
2015-06-01,123.73,122.45,22,Sweden,3685.0
2015-06-01,123.73,122.45,22,Netherlands,3201.0
2015-06-01,123.73,122.45,22,Switzerland,2325.0
2015-06-01,123.73,122.45,22,Belgium,1520.0
2015-06-01,123.73,122.45,22,Finland,1863.0
2015-06-01,123.73,122.45,22,Poland,1866.0
2015-06-01,123.73,122.45,22,Denmark,1530.0
2015-06-01,123.73,122.45,22,Norway,1558.0
2015-06-01,123.73,122.45,22,Austria,1075.0
2015-06-01,123.73,122.45,22,Portugal,1318.0
2015-06-01,123.73,122.45,22,Ireland,1014.0
2015-06-01,123.73,122.45,22,Africa,2093.0
2015-06-01,123.73,122.45,22,United States,102103.0
2015-06-01,123.73,122.45,22,Canada,16725.0
2015-06-01,123.73,122.45,22,Mexico,3356.0
2015-06-01,123.73,122.45,22,Brazil,2152.0
2015-06-01,123.73,122.45,22,Australia,22695.0
2015-06-01,123.73,122.45,22,New Zealand,3820.0
2015-06-01,123.73,122.45,22,Stateless,54.0
2015-07-01,123.397,124.32,23,South Korea,343799.0
2015-07-01,123.397,124.32,23,China,576868.0
2015-07-01,123.397,124.32,23,Taiwan,361683.0
2015-07-01,123.397,124.32,23,Hong Kong,158712.0
2015-07-01,123.397,124.32,23,Thailand,51852.0
2015-07-01,123.397,124.32,23,Singapore,17194.0
2015-07-01,123.397,124.32,23,Malaysia,19954.0
2015-07-01,123.397,124.32,23,Indonesia,25528.0
2015-07-01,123.397,124.32,23,Philippines,16374.0
2015-07-01,123.397,124.32,23,Vietnam,15366.0
2015-07-01,123.397,124.32,23,India,8294.0
2015-07-01,123.397,124.32,23,Israel,1267.0
2015-07-01,123.397,124.32,23,Turkey,1453.0
2015-07-01,123.397,124.32,23,United Kingdom,26340.0
2015-07-01,123.397,124.32,23,France,22304.0
2015-07-01,123.397,124.32,23,Germany,13845.0
2015-07-01,123.397,124.32,23,Italy,9963.0
2015-07-01,123.397,124.32,23,Russia,5041.0
2015-07-01,123.397,124.32,23,Spain,9843.0
2015-07-01,123.397,124.32,23,Sweden,5647.0
2015-07-01,123.397,124.32,23,Netherlands,7219.0
2015-07-01,123.397,124.32,23,Switzerland,5573.0
2015-07-01,123.397,124.32,23,Belgium,3467.0
2015-07-01,123.397,124.32,23,Finland,2565.0
2015-07-01,123.397,124.32,23,Poland,2662.0
2015-07-01,123.397,124.32,23,Denmark,3428.0
2015-07-01,123.397,124.32,23,Norway,3058.0
2015-07-01,123.397,124.32,23,Austria,1911.0
2015-07-01,123.397,124.32,23,Portugal,2160.0
2015-07-01,123.397,124.32,23,Ireland,1543.0
2015-07-01,123.397,124.32,23,Africa,3222.0
2015-07-01,123.397,124.32,23,United States,98201.0
2015-07-01,123.397,124.32,23,Canada,19767.0
2015-07-01,123.397,124.32,23,Mexico,4790.0
2015-07-01,123.397,124.32,23,Brazil,3697.0
2015-07-01,123.397,124.32,23,Australia,25396.0
2015-07-01,123.397,124.32,23,New Zealand,4344.0
2015-07-01,123.397,124.32,23,Stateless,73.0
2015-08-01,123.129,121.33,21,South Korea,390971.0
2015-08-01,123.129,121.33,21,China,591510.0
2015-08-01,123.129,121.33,21,Taiwan,313929.0
2015-08-01,123.129,121.33,21,Hong Kong,141466.0
2015-08-01,123.129,121.33,21,Thailand,31289.0
2015-08-01,123.129,121.33,21,Singapore,12616.0
2015-08-01,123.129,121.33,21,Malaysia,12301.0
2015-08-01,123.129,121.33,21,Indonesia,9777.0
2015-08-01,123.129,121.33,21,Philippines,14794.0
2015-08-01,123.129,121.33,21,Vietnam,13770.0
2015-08-01,123.129,121.33,21,India,8680.0
2015-08-01,123.129,121.33,21,Israel,1125.0
2015-08-01,123.129,121.33,21,Turkey,1414.0
2015-08-01,123.129,121.33,21,United Kingdom,20466.0
2015-08-01,123.129,121.33,21,France,21199.0
2015-08-01,123.129,121.33,21,Germany,13405.0
2015-08-01,123.129,121.33,21,Italy,16658.0
2015-08-01,123.129,121.33,21,Russia,4826.0
2015-08-01,123.129,121.33,21,Spain,13520.0
2015-08-01,123.129,121.33,21,Sweden,2640.0
2015-08-01,123.129,121.33,21,Netherlands,3765.0
2015-08-01,123.129,121.33,21,Switzerland,3024.0
2015-08-01,123.129,121.33,21,Belgium,1910.0
2015-08-01,123.129,121.33,21,Finland,1196.0
2015-08-01,123.129,121.33,21,Poland,2261.0
2015-08-01,123.129,121.33,21,Denmark,1195.0
2015-08-01,123.129,121.33,21,Norway,911.0
2015-08-01,123.129,121.33,21,Austria,1706.0
2015-08-01,123.129,121.33,21,Portugal,2240.0
2015-08-01,123.129,121.33,21,Ireland,1184.0
2015-08-01,123.129,121.33,21,Africa,3328.0
2015-08-01,123.129,121.33,21,United States,76926.0
2015-08-01,123.129,121.33,21,Canada,17758.0
2015-08-01,123.129,121.33,21,Mexico,2826.0
2015-08-01,123.129,121.33,21,Brazil,2072.0
2015-08-01,123.129,121.33,21,Australia,17878.0
2015-08-01,123.129,121.33,21,New Zealand,3740.0
2015-08-01,123.129,121.33,21,Stateless,71.0
2015-09-01,120.176,120.23,22,South Korea,301645.0
2015-09-01,120.176,120.23,22,China,491201.0
2015-09-01,120.176,120.23,22,Taiwan,302897.0
2015-09-01,120.176,120.23,22,Hong Kong,115242.0
2015-09-01,120.176,120.23,22,Thailand,34385.0
2015-09-01,120.176,120.23,22,Singapore,18716.0
2015-09-01,120.176,120.23,22,Malaysia,21307.0
2015-09-01,120.176,120.23,22,Indonesia,12855.0
2015-09-01,120.176,120.23,22,Philippines,15843.0
2015-09-01,120.176,120.23,22,Vietnam,15569.0
2015-09-01,120.176,120.23,22,India,9098.0
2015-09-01,120.176,120.23,22,Israel,3298.0
2015-09-01,120.176,120.23,22,Turkey,1752.0
2015-09-01,120.176,120.23,22,United Kingdom,22699.0
2015-09-01,120.176,120.23,22,France,15276.0
2015-09-01,120.176,120.23,22,Germany,14542.0
2015-09-01,120.176,120.23,22,Italy,8368.0
2015-09-01,120.176,120.23,22,Russia,4216.0
2015-09-01,120.176,120.23,22,Spain,7604.0
2015-09-01,120.176,120.23,22,Sweden,3097.0
2015-09-01,120.176,120.23,22,Netherlands,4138.0
2015-09-01,120.176,120.23,22,Switzerland,3259.0
2015-09-01,120.176,120.23,22,Belgium,2045.0
2015-09-01,120.176,120.23,22,Finland,1478.0
2015-09-01,120.176,120.23,22,Poland,2470.0
2015-09-01,120.176,120.23,22,Denmark,1483.0
2015-09-01,120.176,120.23,22,Norway,1307.0
2015-09-01,120.176,120.23,22,Austria,1613.0
2015-09-01,120.176,120.23,22,Portugal,1449.0
2015-09-01,120.176,120.23,22,Ireland,1241.0
2015-09-01,120.176,120.23,22,Africa,3046.0
2015-09-01,120.176,120.23,22,United States,76279.0
2015-09-01,120.176,120.23,22,Canada,17703.0
2015-09-01,120.176,120.23,22,Mexico,3139.0
2015-09-01,120.176,120.23,22,Brazil,2795.0
2015-09-01,120.176,120.23,22,Australia,34712.0
2015-09-01,120.176,120.23,22,New Zealand,5299.0
2015-09-01,120.176,120.23,22,Stateless,65.0
2015-10-01,120.022,120.61,22,South Korea,370842.0
2015-10-01,120.022,120.61,22,China,445562.0
2015-10-01,120.022,120.61,22,Taiwan,343601.0
2015-10-01,120.022,120.61,22,Hong Kong,129080.0
2015-10-01,120.022,120.61,22,Thailand,86001.0
2015-10-01,120.022,120.61,22,Singapore,25205.0
2015-10-01,120.022,120.61,22,Malaysia,28488.0
2015-10-01,120.022,120.61,22,Indonesia,16753.0
2015-10-01,120.022,120.61,22,Philippines,25685.0
2015-10-01,120.022,120.61,22,Vietnam,21391.0
2015-10-01,120.022,120.61,22,India,9719.0
2015-10-01,120.022,120.61,22,Israel,2118.0
2015-10-01,120.022,120.61,22,Turkey,1515.0
2015-10-01,120.022,120.61,22,United Kingdom,26221.0
2015-10-01,120.022,120.61,22,France,23871.0
2015-10-01,120.022,120.61,22,Germany,18840.0
2015-10-01,120.022,120.61,22,Italy,10192.0
2015-10-01,120.022,120.61,22,Russia,5230.0
2015-10-01,120.022,120.61,22,Spain,8381.0
2015-10-01,120.022,120.61,22,Sweden,5170.0
2015-10-01,120.022,120.61,22,Netherlands,5730.0
2015-10-01,120.022,120.61,22,Switzerland,5025.0
2015-10-01,120.022,120.61,22,Belgium,2865.0
2015-10-01,120.022,120.61,22,Finland,2113.0
2015-10-01,120.022,120.61,22,Poland,3160.0
2015-10-01,120.022,120.61,22,Denmark,2733.0
2015-10-01,120.022,120.61,22,Norway,1808.0
2015-10-01,120.022,120.61,22,Austria,1911.0
2015-10-01,120.022,120.61,22,Portugal,1769.0
2015-10-01,120.022,120.61,22,Ireland,1357.0
2015-10-01,120.022,120.61,22,Africa,3346.0
2015-10-01,120.022,120.61,22,United States,96208.0
2015-10-01,120.022,120.61,22,Canada,21902.0
2015-10-01,120.022,120.61,22,Mexico,3319.0
2015-10-01,120.022,120.61,22,Brazil,3332.0
2015-10-01,120.022,120.61,22,Australia,29621.0
2015-10-01,120.022,120.61,22,New Zealand,4137.0
2015-10-01,120.022,120.61,22,Stateless,64.0
2015-11-01,122.584,123.09,21,South Korea,359845.0
2015-11-01,122.584,123.09,21,China,362950.0
2015-11-01,122.584,123.09,21,Taiwan,296499.0
2015-11-01,122.584,123.09,21,Hong Kong,130776.0
2015-11-01,122.584,123.09,21,Thailand,76145.0
2015-11-01,122.584,123.09,21,Singapore,38205.0
2015-11-01,122.584,123.09,21,Malaysia,39481.0
2015-11-01,122.584,123.09,21,Indonesia,14197.0
2015-11-01,122.584,123.09,21,Philippines,24443.0
2015-11-01,122.584,123.09,21,Vietnam,14592.0
2015-11-01,122.584,123.09,21,India,9507.0
2015-11-01,122.584,123.09,21,Israel,1672.0
2015-11-01,122.584,123.09,21,Turkey,1595.0
2015-11-01,122.584,123.09,21,United Kingdom,21577.0
2015-11-01,122.584,123.09,21,France,16277.0
2015-11-01,122.584,123.09,21,Germany,14723.0
2015-11-01,122.584,123.09,21,Italy,7213.0
2015-11-01,122.584,123.09,21,Russia,5593.0
2015-11-01,122.584,123.09,21,Spain,5014.0
2015-11-01,122.584,123.09,21,Sweden,3937.0
2015-11-01,122.584,123.09,21,Netherlands,4448.0
2015-11-01,122.584,123.09,21,Switzerland,2696.0
2015-11-01,122.584,123.09,21,Belgium,2039.0
2015-11-01,122.584,123.09,21,Finland,2234.0
2015-11-01,122.584,123.09,21,Poland,2063.0
2015-11-01,122.584,123.09,21,Denmark,1709.0
2015-11-01,122.584,123.09,21,Norway,1349.0
2015-11-01,122.584,123.09,21,Austria,1565.0
2015-11-01,122.584,123.09,21,Portugal,1581.0
2015-11-01,122.584,123.09,21,Ireland,1169.0
2015-11-01,122.584,123.09,21,Africa,2681.0
2015-11-01,122.584,123.09,21,United States,88707.0
2015-11-01,122.584,123.09,21,Canada,20797.0
2015-11-01,122.584,123.09,21,Mexico,3115.0
2015-11-01,122.584,123.09,21,Brazil,2485.0
2015-11-01,122.584,123.09,21,Australia,29463.0
2015-11-01,122.584,123.09,21,New Zealand,3542.0
2015-11-01,122.584,123.09,21,Stateless,82.0
2015-12-01,121.692,120.39,22,South Korea,415656.0
2015-12-01,121.692,120.39,22,China,347034.0
2015-12-01,121.692,120.39,22,Taiwan,265811.0
2015-12-01,121.692,120.39,22,Hong Kong,157425.0
2015-12-01,121.692,120.39,22,Thailand,93478.0
2015-12-01,121.692,120.39,22,Singapore,67001.0
2015-12-01,121.692,120.39,22,Malaysia,50264.0
2015-12-01,121.692,120.39,22,Indonesia,29312.0
2015-12-01,121.692,120.39,22,Philippines,32679.0
2015-12-01,121.692,120.39,22,Vietnam,10344.0
2015-12-01,121.692,120.39,22,India,6685.0
2015-12-01,121.692,120.39,22,Israel,806.0
2015-12-01,121.692,120.39,22,Turkey,1057.0
2015-12-01,121.692,120.39,22,United Kingdom,19410.0
2015-12-01,121.692,120.39,22,France,14255.0
2015-12-01,121.692,120.39,22,Germany,10173.0
2015-12-01,121.692,120.39,22,Italy,8402.0
2015-12-01,121.692,120.39,22,Russia,3913.0
2015-12-01,121.692,120.39,22,Spain,4871.0
2015-12-01,121.692,120.39,22,Sweden,3391.0
2015-12-01,121.692,120.39,22,Netherlands,3313.0
2015-12-01,121.692,120.39,22,Switzerland,2319.0
2015-12-01,121.692,120.39,22,Belgium,1380.0
2015-12-01,121.692,120.39,22,Finland,1872.0
2015-12-01,121.692,120.39,22,Poland,919.0
2015-12-01,121.692,120.39,22,Denmark,1142.0
2015-12-01,121.692,120.39,22,Norway,1254.0
2015-12-01,121.692,120.39,22,Austria,1165.0
2015-12-01,121.692,120.39,22,Portugal,1852.0
2015-12-01,121.692,120.39,22,Ireland,1076.0
2015-12-01,121.692,120.39,22,Africa,2126.0
2015-12-01,121.692,120.39,22,United States,89912.0
2015-12-01,121.692,120.39,22,Canada,21970.0
2015-12-01,121.692,120.39,22,Mexico,3170.0
2015-12-01,121.692,120.39,22,Brazil,2778.0
2015-12-01,121.692,120.39,22,Australia,49359.0
2015-12-01,121.692,120.39,22,New Zealand,4989.0
2015-12-01,121.692,120.39,22,Stateless,79.0
2016-01-01,118.166,121.11,20,South Korea,514889.0
2016-01-01,118.166,121.11,20,China,475115.0
2016-01-01,118.166,121.11,20,Taiwan,320963.0
2016-01-01,118.166,121.11,20,Hong Kong,125012.0
2016-01-01,118.166,121.11,20,Thailand,61115.0
2016-01-01,118.166,121.11,20,Singapore,15086.0
2016-01-01,118.166,121.11,20,Malaysia,19843.0
2016-01-01,118.166,121.11,20,Indonesia,13735.0
2016-01-01,118.166,121.11,20,Philippines,18848.0
2016-01-01,118.166,121.11,20,Vietnam,14792.0
2016-01-01,118.166,121.11,20,India,9637.0
2016-01-01,118.166,121.11,20,Macau,6089.0
2016-01-01,118.166,121.11,20,Israel,871.0
2016-01-01,118.166,121.11,20,Mongolia,1802.0
2016-01-01,118.166,121.11,20,Turkey,1192.0
2016-01-01,118.166,121.11,20,The rest of Asia,10540.0
2016-01-01,118.166,121.11,20,United Kingdom,17616.0
2016-01-01,118.166,121.11,20,France,12077.0
2016-01-01,118.166,121.11,20,Germany,9659.0
2016-01-01,118.166,121.11,20,Italy,5149.0
2016-01-01,118.166,121.11,20,Russia,4257.0
2016-01-01,118.166,121.11,20,Spain,3017.0
2016-01-01,118.166,121.11,20,Sweden,3624.0
2016-01-01,118.166,121.11,20,Netherlands,2639.0
2016-01-01,118.166,121.11,20,Switzerland,1916.0
2016-01-01,118.166,121.11,20,Belgium,1387.0
2016-01-01,118.166,121.11,20,Finland,1866.0
2016-01-01,118.166,121.11,20,Poland,1849.0
2016-01-01,118.166,121.11,20,Denmark,1350.0
2016-01-01,118.166,121.11,20,Norway,1350.0
2016-01-01,118.166,121.11,20,Austria,1132.0
2016-01-01,118.166,121.11,20,Portugal,1110.0
2016-01-01,118.166,121.11,20,Ireland,1162.0
2016-01-01,118.166,121.11,20,The rest of Europe,5558.0
2016-01-01,118.166,121.11,20,Africa,2445.0
2016-01-01,118.166,121.11,20,United States,75909.0
2016-01-01,118.166,121.11,20,Canada,17681.0
2016-01-01,118.166,121.11,20,Mexico,2288.0
2016-01-01,118.166,121.11,20,The rest of NA,876.0
2016-01-01,118.166,121.11,20,Brazil,2316.0
2016-01-01,118.166,121.11,20,The rest of SA,2607.0
2016-01-01,118.166,121.11,20,Australia,56075.0
2016-01-01,118.166,121.11,20,New Zealand,5049.0
2016-01-01,118.166,121.11,20,The rest of Oceania,319.0
2016-01-01,118.166,121.11,20,Stateless,83.0
2016-02-01,114.809,113.1,21,South Korea,490845.0
2016-02-01,114.809,113.1,21,China,498903.0
2016-02-01,114.809,113.1,21,Taiwan,348971.0
2016-02-01,114.809,113.1,21,Hong Kong,151836.0
2016-02-01,114.809,113.1,21,Thailand,61315.0
2016-02-01,114.809,113.1,21,Singapore,20354.0
2016-02-01,114.809,113.1,21,Malaysia,29915.0
2016-02-01,114.809,113.1,21,Indonesia,11966.0
2016-02-01,114.809,113.1,21,Philippines,18509.0
2016-02-01,114.809,113.1,21,Vietnam,17599.0
2016-02-01,114.809,113.1,21,India,7155.0
2016-02-01,114.809,113.1,21,Macau,6515.0
2016-02-01,114.809,113.1,21,Israel,782.0
2016-02-01,114.809,113.1,21,Mongolia,1746.0
2016-02-01,114.809,113.1,21,Turkey,1079.0
2016-02-01,114.809,113.1,21,The rest of Asia,8079.0
2016-02-01,114.809,113.1,21,United Kingdom,20057.0
2016-02-01,114.809,113.1,21,France,14502.0
2016-02-01,114.809,113.1,21,Germany,11279.0
2016-02-01,114.809,113.1,21,Italy,5374.0
2016-02-01,114.809,113.1,21,Russia,3202.0
2016-02-01,114.809,113.1,21,Spain,3028.0
